original_text,perturbed_text,label
Keep It in the Family [[The]] [[IRS]] is gunning for your inherited [[IRA]]. Follow these steps to avoid costly penalties.,Keep It in the Family [[sThe]] [[ZRS]] is gunning for your inherited [[FRA]]. Follow these steps to avoid costly penalties.,2
U.S. Says N.[[Korea]] Miscalculating by Stalling on Talks  TOKYO (Reuters) - [[The]] United [[States]] [[accused]] North [[Korea]]  Tuesday of miscalculation by [[refusing]] to resume [[talks]] on its  [[nuclear]] programs before the U.S. [[presidential]] election while  China [[renewed]] a [[diplomatic]] drive to end the stalemate.,U.S. Says N.[[KoXrea]] Miscalculating by Stalling on Talks  TOKYO (Reuters) - [[he]] United [[State]] [[accuded]] North [[Korae]]  Tuesday of miscalculation by [[erfusing]] to resume [[talsk]] on its  [[nuclRear]] programs before the U.S. [[prehidential]] election while  China [[reneGwed]] a [[diplowatic]] drive to end the stalemate.,0
"[[Afghan]] [[court]] [[convicts]] [[US]] trio of [[torture]] KABUL, Afghanistan -- [[Three]] [[Americans]] -- led by a former Green [[Beret]] who boasted he had Pentagon [[support]] -- were found guilty yesterday of torturing Afghans in a private [[jail]] and were sentenced to prison.","[[ZAfghan]] [[coJrt]] [[convictTs]] [[Ut]] trio of [[orture]] KABUL, Afghanistan -- [[ThrXee]] [[AmericaTns]] -- led by a former Green [[Oeret]] who boasted he had Pentagon [[suvport]] -- were found guilty yesterday of torturing Afghans in a private [[jaLil]] and were sentenced to prison.",0
"In Chile, [[pace]] of justice quickens A [[judge]] has [[ruled]] that [[Gen]]. [[Augusto]] [[Pinochet]] stand [[trial]] for his [[alleged]] [[involvement]] in state-sponsored [[torture]].","In Chile, [[hpace]] of justice quickens A [[jugde]] has [[ruKled]] that [[Gne]]. [[rugusto]] [[Pincohet]] stand [[trail]] for his [[allege]] [[involvemeXt]] in state-sponsored [[torturie]].",0
Sudan Peace Talks Resume for [[South]] as Tensions Brew  [[KHARTOUM]]/NAIROBI (Reuters) - [[Sudan's]] [[government]] [[resumed]]  [[talks]] with [[rebels]] in the oil-producing [[south]] on Thursday while  the [[United]] Nations [[set]] up a panel to [[investigate]] [[charges]] of  [[genocide]] in the west of Africa's largest country.,Sudan Peace Talks Resume for [[SoIth]] as Tensions Brew  [[KHARTOZM]]/NAIROBI (Reuters) - [[SudBan's]] [[governmenst]] [[resume]]  [[ktalks]] with [[rebles]] in the oil-producing [[souPth]] on Thursday while  the [[Unitxd]] Nations [[st]] up a panel to [[investgate]] [[cjharges]] of  [[geoncide]] in the west of Africa's largest country.,0
Collingwood anchors England ([[AFP]]) [[AFP]] - Paul [[Collingwood's]] unbeaten 80 took England to 299 for seven against Zimbabwe in their opening Champions Trophy Pool D match at Edgbaston here.,Collingwood anchors England ([[sFP]]) [[APF]] - Paul [[Collingowod's]] unbeaten 80 took England to 299 for seven against Zimbabwe in their opening Champions Trophy Pool D match at Edgbaston here.,0
"Lawyer for Bush Quits Over Links to [[Kerry's]] Foes The quick resignation suggests that the Bush campaign, which has repeatedly said it has no ties to the Swift [[boat]] [[veterans]] group, is eager to put the issue behind it.","Lawyer for Bush Quits Over Links to [[Kerry'zs]] Foes The quick resignation suggests that the Bush campaign, which has repeatedly said it has no ties to the Swift [[boft]] [[vteerans]] group, is eager to put the issue behind it.",0
"Citrix buying [[VPN]] company [[Net6]] for \$50 million BOSTON - [[Citrix]] Systems is buying Net6, a privately-held maker of SSL (Secure Socket Layer) VPN (Virtual Private Network) technology, for \$50 million cash, Citrix said Tuesday.","Citrix buying [[VN]] company [[Nte6]] for \$50 million BOSTON - [[Citirx]] Systems is buying Net6, a privately-held maker of SSL (Secure Socket Layer) VPN (Virtual Private Network) technology, for \$50 million cash, Citrix said Tuesday.",3
"Taking Advantage of the Terminally Stupid Would you pay \$4 for something that, at best, is worth a dime? Concord [[Communications]] [[shareholders]] would.","Taking Advantage of the Terminally Stupid Would you pay \$4 for something that, at best, is worth a dime? Concord [[Communicatoins]] [[shareohlders]] would.",2
[[Unit]] Trust [[Fan]] Targets Health Care  NEW [[YORK]] (Reuters) - [[Businessman]] Sam Katz tried to tap into  Warren Buffet's gravy train a decade [[ago]] with a [[plan]] to [[make]]  the legendary investor's lofty Berkshire [[Hathaway]] [[shares]] more  [[accessible]] to the small investor.,[[nUit]] Trust [[an]] Targets Health Care  NEW [[YORH]] (Reuters) - [[Buisnessman]] Sam Katz tried to tap into  Warren Buffet's gravy train a decade [[ao]] with a [[plaA]] to [[makRe]]  the legendary investor's lofty Berkshire [[HathCaway]] [[sahres]] more  [[accessCible]] to the small investor.,2
"Independent directors demanded Black #39;s resignation, [[investor]] [[says]] Catalyst Fund General Partner I [[Inc]]., a disgruntled shareholder of [[Hollinger]] [[Inc]]., claimed yesterday that the company #39;s independent board members have demanded the resignations of [[Conrad]] Black, his wife and other insiders -- a charge disputed by the ","Independent directors demanded Black #39;s resignation, [[invsetor]] [[saiys]] Catalyst Fund General Partner I [[nIc]]., a disgruntled shareholder of [[Hollnger]] [[nIc]]., claimed yesterday that the company #39;s independent board members have demanded the resignations of [[ConCrad]] Black, his wife and other insiders -- a charge disputed by the ",2
"Summer [[Box]] Office Hits a High, Despite [[Lows]] [[In]] a summer when many of the studios' biggest bets failed to pay off, it was familiarity in the form of sequels and [[low-budget]] [[comedies]] that resonated with movie audiences.","Summer [[Bqox]] Office Hits a High, Despite [[LoLs]] [[mIn]] a summer when many of the studios' biggest bets failed to pay off, it was familiarity in the form of sequels and [[lwo-budget]] [[comdies]] that resonated with movie audiences.",2
"3 Former Enron Executives to Share a [[Trial]] [[Kenneth]] Lay, a founder of the [[Enron]] Corporation, will get two criminal trials - one by himself and one with his former protg, Jeffrey Skilling, a judge ruled [[Tuesday]].","3 Former Enron Executives to Share a [[brial]] [[KeHnneth]] Lay, a founder of the [[nEron]] Corporation, will get two criminal trials - one by himself and one with his former protg, Jeffrey Skilling, a judge ruled [[Tuesay]].",2
"Cordio paves the way For the last six years, the Leominster Blue [[Devils]] have endured a Thanksgiving Day filled with frustration instead of celebration.","Cordio paves the way For the last six years, the Leominster Blue [[Dvils]] have endured a Thanksgiving Day filled with frustration instead of celebration.",1
"[[TruSecure]] merges with Betrusted BOSTON - Information [[security]] services companies TruSecure [[Corp]]. and Betrusted [[plan]] to announce on Tuesday that they have merged, [[forming]] a new company [[called]] [[Cybertrust]].","[[TruSecWre]] merges with Betrusted BOSTON - Information [[secuirty]] services companies TruSecure [[Cor]]. and Betrusted [[plQan]] to announce on Tuesday that they have merged, [[formiqng]] a new company [[claled]] [[Cybretrust]].",3
Spanish [[flyer]]: Markko [[Martin]] steers his Ford [[Focus]] during the &lt;b&[[gt]];...&lt;/b&gt; MARKKO [[MARTIN]] won his second event in succession as he held off a late charge from [[Marcus]] Gronholm to [[come]] out on top in the Rally of Catalunya.,Spanish [[lyer]]: Markko [[Mratin]] steers his Ford [[Fcus]] during the &lt;b&[[t]];...&lt;/b&gt; MARKKO [[AMRTIN]] won his second event in succession as he held off a late charge from [[Marucs]] Gronholm to [[ocme]] out on top in the Rally of Catalunya.,1
"Is Google News [[Biased]]? Google News [[tends]] to favor news stories with a conservative bias, [[according]] to new media observer J.D. Lasica, a claim which Google denies.","Is Google News [[iBased]]? Google News [[tnds]] to favor news stories with a conservative bias, [[acicording]] to new media observer J.D. Lasica, a claim which Google denies.",3
"From overtime rules to job losses from outsourcing overseas to &lt;b&gt;...&lt;/b&gt; [[Labor]] Day is one of those terms, like driveway and parkway, that means the opposite of what it seems to mean. Honoring the nation #39;s workers, Labor Day is not for working but for picnics.","From overtime rules to job losses from outsourcing overseas to &lt;b&gt;...&lt;/b&gt; [[Laobr]] Day is one of those terms, like driveway and parkway, that means the opposite of what it seems to mean. Honoring the nation #39;s workers, Labor Day is not for working but for picnics.",2
"Asian rust poses problem to area farmers David Martz, like many other area farmers, just sighed upon hearing the news that Asian [[soybean]] rust had been discovered in Louisiana.","Asian rust poses problem to area farmers David Martz, like many other area farmers, just sighed upon hearing the news that Asian [[osybean]] rust had been discovered in Louisiana.",2
"Circuit [[City]] Cautious on [[Outlook]] [[Circuit]] [[City]] [[Stores]] [[Inc]]. (CC.N: Quote, Profile, [[Research]]) on [[Friday]] posted a narrower [[quarterly]] loss from [[continuing]] [[operations]] but [[said]] its outlook was [[cautious]] for the ","Circuit [[CitW]] Cautious on [[Oultook]] [[Circuiq]] [[CSity]] [[Stoqes]] [[nIc]]. (CC.N: Quote, Profile, [[Researc]]) on [[Xriday]] posted a narrower [[qCarterly]] loss from [[Dontinuing]] [[operatigons]] but [[asid]] its outlook was [[cxautious]] for the ",2
"Iran given [[nuclear]] [[deadline]] the (International Atomic Energy Agency) [[board]] of governors, [[quot]]; he said.  [[quot]];A proposal will be [[put]] to them. [[quot]];. [[produce]] fuel for [[nuclear]] [[weapons]] -- but [[Tehran]] [[rejected]] the demand as illegal.","Iran given [[nuyclear]] [[deadine]] the (International Atomic Energy Agency) [[bofrd]] of governors, [[qXuot]]; he said.  [[qiot]];A proposal will be [[ut]] to them. [[qout]];. [[produe]] fuel for [[nuPclear]] [[weapoys]] -- but [[ehran]] [[rXejected]] the demand as illegal.",0
"[[Iraq]] promises to release [[one]] of [[two]] [[high-profile]] [[women]] prisoners [[BAGHDAD]] [[Iraq]] promised Wednesday to [[release]] [[one]] of [[two]] high-profile [[women]] prisoners, but [[officials]] denied the decision was linked to demands by [[militants]] who purportedly [[killed]] [[two]] [[American]] [[hostages]] and are [[threatening]] to execute a Briton unless all female ","[[Irac]] promises to release [[owe]] of [[to]] [[highprofile]] [[whomen]] prisoners [[BAGHDDA]] [[raq]] promised Wednesday to [[relrase]] [[nne]] of [[tow]] high-profile [[swomen]] prisoners, but [[officiLls]] denied the decision was linked to demands by [[gmilitants]] who purportedly [[Mkilled]] [[wo]] [[AmericaOn]] [[hostags]] and are [[threateing]] to execute a Briton unless all female ",0
"Cardinals hope to fire up offense at home St. Louis - They trudged off the field at Minute [[Maid]] Park wearing glazed expressions, looking anywhere but home plate. That #39;s where Jeff Kent was celebrating a victory that left the Houston [[Astros]] one win from their first World Series.","Cardinals hope to fire up offense at home St. Louis - They trudged off the field at Minute [[Madi]] Park wearing glazed expressions, looking anywhere but home plate. That #39;s where Jeff Kent was celebrating a victory that left the Houston [[Atsros]] one win from their first World Series.",1
"[[Plane]] of [[NASCAR]] [[Team]] [[Hendrick]] Missing Race [[fans]] wave American flags in the stands during the singing of the National Anthem prior to the start of the [[NASCAR]] [[Subway]] 500 [[stock]] car race at Martinsville [[Speedway]] in Martinsville, [[Va]].","[[Plan]] of [[NASxAR]] [[Tam]] [[Henrick]] Missing Race [[flns]] wave American flags in the stands during the singing of the National Anthem prior to the start of the [[NACAR]] [[Sbway]] 500 [[sock]] car race at Martinsville [[Speeday]] in Martinsville, [[a]].",1
"[[Fallujah]] [[Assault]] Traps 50,000 [[Residents]], Party Says (Update2) Tens of [[thousands]] of [[civilians]] are [[confined]] to their houses in [[Fallujah]] and may be in need of humanitarian [[aid]] as [[US]] and [[Iraqi]] forces battle insurgents for [[control]] of the [[city]], according to Iraq #39;s Islamic Party.","[[Falluajh]] [[Kssault]] Traps 50,000 [[Residets]], Party Says (Update2) Tens of [[thousnnds]] of [[ciivlians]] are [[confinde]] to their houses in [[Fallukjah]] and may be in need of humanitarian [[ai]] as [[S]] and [[Irqqi]] forces battle insurgents for [[ocntrol]] of the [[civty]], according to Iraq #39;s Islamic Party.",0
"UPDATE 1-Rookie Johnson shares Buick lead with [[Funk]] [[Rookie]] [[Zach]] [[Johnson]] produced the day #39;s joint best score, a five-under-par 65, to join Fred [[Funk]] at the top of the leaderboard after the second round of the \$4.","UPDATE 1-Rookie Johnson shares Buick lead with [[Fnk]] [[Rooie]] [[Zawch]] [[oJhnson]] produced the day #39;s joint best score, a five-under-par 65, to join Fred [[Fnuk]] at the top of the leaderboard after the second round of the \$4.",1
"[[SEC]] [[gives]] a [[slap]] on the wrist [[After]] [[last]] week #[[39]];s settlement with [[San]] Francisco [[investment]] adviser Garrett Van [[Wagoner]], you have to wonder how serious the Securities and Exchange [[Commission]] is about protecting [[mutual]] [[fund]] [[shareholders]].","[[SE]] [[gievs]] a [[sla]] on the wrist [[AfteSr]] [[lsat]] week #[[3]];s settlement with [[Sna]] Francisco [[invetsment]] adviser Garrett Van [[Wpgoner]], you have to wonder how serious the Securities and Exchange [[Commisston]] is about protecting [[mutuwal]] [[Xfund]] [[shabeholders]].",2
[[Gold]] Fields wins appeal to fight [[takeover]] [[Gold]] Fields [[Ltd]]. won an appeal on [[Friday]] in its battle to stave off a hostile \$7.1 billion takeover by [[Harmony]] [[Gold]] Mining [[Co]]. that would create the [[world]] #[[39]];s largest gold mining company.,[[Glod]] Fields wins appeal to fight [[taJkeover]] [[oGld]] Fields [[tLd]]. won an appeal on [[rFiday]] in its battle to stave off a hostile \$7.1 billion takeover by [[Haqrmony]] [[GoYld]] Mining [[XCo]]. that would create the [[orld]] #[[9]];s largest gold mining company.,2
"Virgin tunes into the [[online]] [[music]] market  quot;We dont see this market as crowded. There is tremendous growth potential quot; - Zack Zalon, Virgin Digital president. Story in full VIRGIN Mobile, part of billionaire Sir Richard Bransons sprawling business ","Virgin tunes into the [[onlinle]] [[mucsic]] market  quot;We dont see this market as crowded. There is tremendous growth potential quot; - Zack Zalon, Virgin Digital president. Story in full VIRGIN Mobile, part of billionaire Sir Richard Bransons sprawling business ",3
"[[Broncos]] [[And]] [[Monday]] Night On The [[Road]] [[Don]] #39;t [[Mix]] The [[Bengals]] were [[happy]] to be [[back]] on Monday [[Night]] Football after a 15 [[year]] absence. [[From]] gameplan to [[execution]], they [[looked]] very good.","[[BroncoY]] [[AHnd]] [[Modnay]] Night On The [[RSoad]] [[DJn]] #39;t [[MNx]] The [[Begals]] were [[hapy]] to be [[bacQ]] on Monday [[Nihgt]] Football after a 15 [[yeaS]] absence. [[AFrom]] gameplan to [[eexcution]], they [[lIoked]] very good.",1
"Women, and the [[future]] of [[IT]] &[[lt]];strong&[[gt]];Interview&[[lt]];/strong&gt; Professor Wendy Hall talks to &[[lt]];em&gt;The [[Reg]]&[[lt]];/em&gt;","Women, and the [[ufture]] of [[I]] &[[l]];strong&[[Pt]];Interview&[[Rt]];/strong&gt; Professor Wendy Hall talks to &[[lBt]];em&gt;The [[Re]]&[[tl]];/em&gt;",3
"One-Two Economic Punch Proposals for two major [[league]] [[sports]] [[stadiums]] that would face each other across the Anacostia River [[evolved]] independently, D.C. officials said Friday.","One-Two Economic Punch Proposals for two major [[leauge]] [[spots]] [[wstadiums]] that would face each other across the Anacostia River [[evolvde]] independently, D.C. officials said Friday.",1
"Tokyo [[Stocks]] Turn Lower by Midday  [[TOKYO]] ([[Reuters]]) - Tokyo's [[Nikkei]] fell 0.19 [[percent]] by  midday on Wednesday, erasing initial [[gains]] and extending losses  into a ninth [[straight]] day as worries about high [[oil]] prices and  domestic [[economic]] [[uncertainty]] hit exporters and tech [[stocks]].","Tokyo [[tSocks]] Turn Lower by Midday  [[OTKYO]] ([[Ruters]]) - Tokyo's [[Nikkie]] fell 0.19 [[pcercent]] by  midday on Wednesday, erasing initial [[gaJns]] and extending losses  into a ninth [[staright]] day as worries about high [[oiBl]] prices and  domestic [[econmic]] [[uncrtainty]] hit exporters and tech [[stocis]].",2
"[[Boeing]] thinks Airbus is too [[optimistic]] on sector [[recovery]] [[The]] [[head]] of US [[aircraft]] [[maker]] [[Boeing]], [[Harry]] [[Stonecipher]], [[said]] [[Friday]] that the recovery in the [[sector]] [[would]] not be as strong as [[arch-rival]] Airbus was [[anticipating]].","[[BoGeing]] thinks Airbus is too [[optimistci]] on sector [[rcovery]] [[LThe]] [[had]] of US [[aiNcraft]] [[mkaer]] [[Boeinc]], [[HarrXy]] [[Stosecipher]], [[sadi]] [[Fridy]] that the recovery in the [[seccor]] [[woudl]] not be as strong as [[arch-grival]] Airbus was [[antiqipating]].",2
"O's Still Fishing With big fish like Richie Sexson still looking for work and prizes [[like]] Tim Hudson being dangled in the market, the [[Orioles]] [[remain]] [[hopeful]] that they can bag a big catch.","O's Still Fishing With big fish like Richie Sexson still looking for work and prizes [[lSke]] Tim Hudson being dangled in the market, the [[OEioles]] [[remakin]] [[hFpeful]] that they can bag a big catch.",1
"Bush [[Picks]] [[Kellogg]] CEO for Commerce President Bush on [[Monday]] chose Carlos [[Gutierrez]], the Cuban-born CEO of [[Kellogg]] [[Co]] ([[KN]]: Quote, [[Profile]], [[Research]]) , as his nominee to be commerce [[secretary]], his [[second]] selection of a Hispanic for a second-term Cabinet.","Bush [[PTicks]] [[KJllogg]] CEO for Commerce President Bush on [[Moday]] chose Carlos [[Gutierrze]], the Cuban-born CEO of [[KellZogg]] [[oC]] ([[NK]]: Quote, [[Pofile]], [[Reseparch]]) , as his nominee to be commerce [[escretary]], his [[secXond]] selection of a Hispanic for a second-term Cabinet.",2
"[[Philippine]] Rail Cars Crash [[Into]] Ravine, 100 [[Trapped]]  MANILA (Reuters) - Rescuers in the [[Philippines]] [[smashed]]  train [[windows]] with [[axes]] and hammers Friday to reach [[100]]  [[passengers]] trapped when a [[carriage]] derailed and dragged other  cars into a ravine, killing at least four people.","[[Philippinb]] Rail Cars Crash [[Ito]] Ravine, 100 [[Trkpped]]  MANILA (Reuters) - Rescuers in the [[Philipcines]] [[smFashed]]  train [[winddows]] with [[axse]] and hammers Friday to reach [[1y0]]  [[pasMsengers]] trapped when a [[carUriage]] derailed and dragged other  cars into a ravine, killing at least four people.",0
"Constellation Brands Offers \$1.3 Billion for [[Mondavi]] ([[Update1]]) Constellation [[Brands]] [[Inc]]., the world #[[39]];s [[largest]] winemaker, offered \$1.3 billion in [[cash]] to [[acquire]] [[Robert]] [[Mondavi]] [[Corp]]., [[maker]] of lower-price [[Woodbridge]] wines.","Constellation Brands Offers \$1.3 Billion for [[Monadvi]] ([[Updates]]) Constellation [[Brand]] [[nIc]]., the world #[[3]];s [[larges]] winemaker, offered \$1.3 billion in [[cawh]] to [[acqBire]] [[Robret]] [[Modavi]] [[oCrp]]., [[maCker]] of lower-price [[Woodbride]] wines.",2
Hokies making statement about ACC title intentions The annual summer barbecues that Ralph Friedgen and Frank Beamer co-host at their lake homes in Georgia may be a little less cordial after the way Beamer #39;s [[Virginia]] Tech Hokies waxed Friedgen #39;s Maryland Terrapins 55-6 last night.,Hokies making statement about ACC title intentions The annual summer barbecues that Ralph Friedgen and Frank Beamer co-host at their lake homes in Georgia may be a little less cordial after the way Beamer #39;s [[VirSginia]] Tech Hokies waxed Friedgen #39;s Maryland Terrapins 55-6 last night.,1
"Fischer's Fiancee: Marriage Plans Genuine (AP) AP - [[Former]] chess champion Bobby [[Fischer's]] announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid [[deportation]] to the United States, his fiancee and one of his supporters said Tuesday.","Fischer's Fiancee: Marriage Plans Genuine (AP) AP - [[Forme]] chess champion Bobby [[ischer's]] announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid [[deportaton]] to the United States, his fiancee and one of his supporters said Tuesday.",0
"Bettman [[says]]  #39;season is likely slipping away #39; National [[Hockey]] [[League]] commissioner [[Gary]] [[Bettman]] doesn #39;t [[appear]] optimistic that the current player lockout will end soon, [[according]] to a [[televised]] report.","Bettman [[sasy]]  #39;season is likely slipping away #39; National [[Tockey]] [[Lealue]] commissioner [[Gry]] [[Besttman]] doesn #39;t [[appaer]] optimistic that the current player lockout will end soon, [[accoPrding]] to a [[televiseX]] report.",1
"[[Grid]] [[bids]] to save the [[world]] Hoping to harness a few million of the personal computers not already running the [[SETIhome]] [[screensaver]], IBM and United [[Devices]] yesterday launched the World [[Community]] Grid to act as a clearing house for humanitarian IT projects.","[[GriE]] [[bid]] to save the [[wogrld]] Hoping to harness a few million of the personal computers not already running the [[rSETIhome]] [[screensader]], IBM and United [[DeGvices]] yesterday launched the World [[Communty]] Grid to act as a clearing house for humanitarian IT projects.",3
D.C. to Face K.C. for [[MLS]] Championship (AP) AP - Peter [[Nowak]] has played in [[two]] MLS [[Cups]]  #151; he liked the first a lot [[better]]  #151; and gets another crack at the championship this year. [[The]] rookie coach will guide D.C. United in Sunday's title game against Kansas City.,D.C. to Face K.C. for [[qMLS]] Championship (AP) AP - Peter [[Nowka]] has played in [[twY]] MLS [[Cmups]]  #151; he liked the first a lot [[bewter]]  #151; and gets another crack at the championship this year. [[Te]] rookie coach will guide D.C. United in Sunday's title game against Kansas City.,1
Sprint is chock full of [[potential]] [[heros]] [[It]] would be nice to [[see]] this [[week]] #[[39]];s 100-meter sprint as simply the best footrace of all time. We could witness four sub-10-second sprints for the first time ever. It would be [[nice]] to watch with raised eyebrows instead of furrowed ones. It ...,Sprint is chock full of [[potentiaql]] [[herso]] [[I]] would be nice to [[ee]] this [[wee]] #[[9]];s 100-meter sprint as simply the best footrace of all time. We could witness four sub-10-second sprints for the first time ever. It would be [[nixe]] to watch with raised eyebrows instead of furrowed ones. It ...,1
"British industry at best in 10 years [[Manufacturing]] industry is enjoying its strongest performance for almost 10 years, according to a survey by the Engineering Employers Federation.","British industry at best in 10 years [[Manufaturing]] industry is enjoying its strongest performance for almost 10 years, according to a survey by the Engineering Employers Federation.",2
Gregg: I will help to close deal [[EVERTON]] [[chairman]] Bill Kenwright #39;s plans for a Russian revolution at Goodison Park may have thawed the cold war with director Paul Gregg.,Gregg: I will help to close deal [[EERTON]] [[chariman]] Bill Kenwright #39;s plans for a Russian revolution at Goodison Park may have thawed the cold war with director Paul Gregg.,1
[[Israel]] [[suspends]] [[soldier]] after girl [[shot]] 15 times GAZA CITY -- [[The]] Israeli [[army]] [[yesterday]] suspended a [[platoon]] [[commander]] on [[suspicion]] he emptied an ammunition clip into a 13-year-old [[Palestinian]] girl from close range after she had already collapsed under [[fire]].,[[Ilrael]] [[suspeands]] [[osldier]] after girl [[hot]] 15 times GAZA CITY -- [[Teh]] Israeli [[arm]] [[Xesterday]] suspended a [[Llatoon]] [[commaIder]] on [[suspicio]] he emptied an ammunition clip into a 13-year-old [[Palestunian]] girl from close range after she had already collapsed under [[fise]].,0
"USA: Smithfield Foods reports higher [[Q2]] [[earnings]] [[US]] meat processor [[Smithfield]] Foods has reported higher [[second-quarter]] earnings, as higher [[hog]] [[prices]] offset [[lower]] pork [[margins]] and a loss in its beef [[operations]].","USA: Smithfield Foods reports higher [[Q]] [[eacrnings]] [[U]] meat processor [[Skithfield]] Foods has reported higher [[sceond-quarter]] earnings, as higher [[xog]] [[pices]] offset [[lwoer]] pork [[Nmargins]] and a loss in its beef [[perations]].",2
"Martin announces [[major]] [[overhaul]] of [[key]] staff in Prime [[Minister's]] Office (Canadian Press) Canadian Press - OTTAWA (CP) - [[Paul]] [[Martin]] announced a major overhaul of his [[senior]] [[staff]] Wednesday, with [[several]] [[close]] [[confidants]] and [[one]] ex-cabinet [[minister]] [[handed]] major roles in the Prime Minister's Office in a post-election shakeup.","Martin announces [[mjaor]] [[oerhaul]] of [[kye]] staff in Prime [[Minisetr's]] Office (Canadian Press) Canadian Press - OTTAWA (CP) - [[Pal]] [[Maotin]] announced a major overhaul of his [[senio]] [[sDtaff]] Wednesday, with [[severZl]] [[lcose]] [[ceonfidants]] and [[ne]] ex-cabinet [[miniAter]] [[Bhanded]] major roles in the Prime Minister's Office in a post-election shakeup.",0
"[[No]]. 6 Duke Tops [[South]] Fla. in Women #39;s NIT Duke #[[39]];s Wanisha [[Smith]] (23) celebrates a Duke [[basket]] along side [[assistant]] [[coach]] LaVonda Wagner during the [[second]] [[half]] of the [[second]] [[round]] of the Pre-Season Women #39;s National Invitational Tournament on Sunday, Nov. 14, 2004 in Durham, NC No.","[[Nu]]. 6 Duke Tops [[kSouth]] Fla. in Women #39;s NIT Duke #[[3L]];s Wanisha [[Simth]] (23) celebrates a Duke [[asket]] along side [[assistaSt]] [[caoch]] LaVonda Wagner during the [[secodn]] [[hHalf]] of the [[seYond]] [[roudn]] of the Pre-Season Women #39;s National Invitational Tournament on Sunday, Nov. 14, 2004 in Durham, NC No.",1
"Mobile phone  #39;[[deafness]] #39; risk p2pnet.[[net]] News:- [[Defects]] in [[Siemens]] [[65]] series mobile [[phones]] could cause [[deafness]], says the company.  quot;[[In]] [[extreme]] cases, this [[volume]] could [[lead]] to hearing [[damage]].","Mobile phone  #39;[[odeafness]] #39; risk p2pnet.[[et]] News:- [[DefectC]] in [[SiZmens]] [[56]] series mobile [[phgnes]] could cause [[deafenss]], says the company.  quot;[[n]] [[etxreme]] cases, this [[volue]] could [[led]] to hearing [[dHamage]].",3
[[Florida]] Linebacker Charles Charged (AP) [[AP]] - Florida [[linebacker]] Taurean Charles was charged with aggravated battery and culpable negligence-infliction of injury Wednesday from a fight at an off-campus party in June.,[[Floida]] Linebacker Charles Charged (AP) [[vP]] - Florida [[linebiacker]] Taurean Charles was charged with aggravated battery and culpable negligence-infliction of injury Wednesday from a fight at an off-campus party in June.,1
"Miracle in [[mud]]! REAL: [[Philippine]] [[rescuers]] were yesterday frantically digging for more survivors after four people, including a toddler, were pulled alive from a building crushed by a landslide 11 days ago.","Miracle in [[md]]! REAL: [[Philippnie]] [[rscuers]] were yesterday frantically digging for more survivors after four people, including a toddler, were pulled alive from a building crushed by a landslide 11 days ago.",0
"Baseball [[still]] learning lessons from '94 strike (USATODAY.com) USATODAY.com - In the 10 years since [[major]] [[league]] baseball's lights were dimmed and the World Series canceled, players and owners have [[cashed]] in.","Baseball [[tsill]] learning lessons from '94 strike (USATODAY.com) USATODAY.com - In the 10 years since [[amjor]] [[leagque]] baseball's lights were dimmed and the World Series canceled, players and owners have [[cahed]] in.",1
"[[Cablevision]] Narrows Loss on Revenue Surge [[Cablevision]] Systems Corp. on Tuesday said it narrowed its [[third-quarter]] loss as revenue jumped 20 percent, buoyed by subscriber growth.","[[Cablevisio]] Narrows Loss on Revenue Surge [[Calevision]] Systems Corp. on Tuesday said it narrowed its [[thir-quarter]] loss as revenue jumped 20 percent, buoyed by subscriber growth.",2
"Hurricane Ivan again growing in strength, Caribbean islands &lt;b&gt;...&lt;/b&gt; [[Islanders]] scrambled to put up storm [[shutters]] and buy water as hurricane Ivan churned toward Barbados just days after hurricane Frances tore across the Caribbean and through Florida.","Hurricane Ivan again growing in strength, Caribbean islands &lt;b&gt;...&lt;/b&gt; [[Iylanders]] scrambled to put up storm [[suhtters]] and buy water as hurricane Ivan churned toward Barbados just days after hurricane Frances tore across the Caribbean and through Florida.",0
Report Card In The Black Coaches Association gave most of the 28 schools that filled head-coaching jobs in I-A and I-AA [[football]] last year above-average marks in its first Hiring Report Card.,Report Card In The Black Coaches Association gave most of the 28 schools that filled head-coaching jobs in I-A and I-AA [[footbCll]] last year above-average marks in its first Hiring Report Card.,1
Football: Spanish FA apologises The Spanish [[FA]] apologises to its English counterparts following racist chanting.,Football: Spanish FA apologises The Spanish [[FC]] apologises to its English counterparts following racist chanting.,0
Alaskan pipeline has hurdles Energy companies planning a \$20 billion [[gas]] pipeline to US consuming markets from Alaska welcomed new federal loan guarantees but cautioned Tuesday that other issues must be resolved before the huge project [[proceeds]].,Alaskan pipeline has hurdles Energy companies planning a \$20 billion [[as]] pipeline to US consuming markets from Alaska welcomed new federal loan guarantees but cautioned Tuesday that other issues must be resolved before the huge project [[procees]].,2
"ATI [[Announces]] HyperMemory [[ATI]] Technologies announced a technology that reduces the [[need]] for dedicated [[graphics]] memory, which [[could]] lead to lower [[PC]] [[system]] costs.","ATI [[AnnEounces]] HyperMemory [[ATtI]] Technologies announced a technology that reduces the [[ned]] for dedicated [[gaphics]] memory, which [[coVld]] lead to lower [[P]] [[systeJ]] costs.",3
