sentence,label
"The whole [[theaters]] was done half-assed. [[His]] could [[owns]] been a [[severely]] [[more]] [[cinemas]] but, that would [[get]] [[compulsory]] a re-write and [[other]] [[entertainers]]. Compared to ""[[Chiao]]"" this was a wreck. [[me]] am just [[pleased]] [[me]] didn't have to pay for it.<br /><br />Spoiler:<br /><br />What was the [[comments]] of having crooked [[coppers]] [[obtains]] [[imprisoned]]? To [[fraction]] the [[blame]] of [[medicines]] [[merchants]] and [[obtain]] them [[feels]] [[lighter]]? Pu-leaze! The [[families]] were [[scoundrel]], [[culminated]] by [[ruthlessness]], and didn't even [[believing]] the [[damage]] they were [[executed]]; as [[remarked]] out by Ice-T. <br /><br />2 out of 10",0
"J.S. Cardone directed a little known 'Video Nasty' in 1982 called ""The Slayer"" and since then has gone on to have a hand in a handful of feature films; including the rubbish 2001 [[herd]] movie The [[Jettisoned]]. His latest feature film, Wicked Little Things, [[spacious]] a plot that sounds decent as well as a creepy looking poster that I seem to [[reminds]] surfacing a couple of years ago in relation to a film that Tobe Hooper was meant to direct. Well I guess he felt that this one was too similar to his silly zombie [[fungi]] movie 'Mortuary' and [[then]] turned this one down. I don't blame him for it either. The plot [[tends]] on a mother and her two daughters that move to an old house in the mountains that once belonged to her late husband. However, what they don't [[achieving]] is that around a hundred years earlier; a group of children that were being used as miners were trapped down a mineshaft. Naturally, that's not the end of them and they managed to survive their ordeal and now prowl the area in search of revenge <br /><br />The film is [[practically]] a collection of [[trivia]]; from the youngest kid with an ""imaginary friend"", the mother who dismisses it and all the usual zombie rubbish. J.S. Cardone [[endeavor]] to get the [[loathing]] fans back on side with shocks and [[gori]] scenes (mostly involving kids) but its not enough. The story doesn't [[stake]] out very [[too]] at all either and really did remind me too much of the earlier Mortuary, and that's not a [[buena]] thing (although Mortuary is actually a better film than this one). The acting is nothing to write [[homeland]] about either; Lori Heuring is decent [[seeing]], as is eldest daughter Scout Taylor-Compton; but neither manages to provide an interesting performance. Chloe Moretz is slightly better than the usual child [[ballplayer]]. The plot is given hardly any credibility and indeed the screenplay can't even be bothered to explain the reasons why the kids attack the locals. It all boils down to a typical and rather [[unimpressive]] ending and overall I have to say that if you know your horror [[filmmaking]], then you can feel free to [[salta]] this one!",0
"The Snowqueen is one of the [[biggest]] love stories I [[am]] ever [[smelled]]: [[sizable]] [[higher]] and deeper than Luhrman's Romeo&Juliet or Spielberg's Titanic. Gerda's [[adored]] [[wowed]] me every time, her search, her battle is exceptional. Gerda becomes a [[stiff]], loving [[chick]] throughout the [[cinemas]]. Kay is the poisoner of [[dismal]] [[vigor]]: the temptation. This [[myth]] [[boost]] me to fight like Gerda for the ONLY ONE, for the [[adored]] of my life, for [[Signor]] Right. [[Patient]] is one of the keywords of this [[theaters]]. I cry [[any]] time when I realize all the [[pittance]] of Gerda and Kay. And I wish that it [[halt]] [[promptly]]... Snowqueen [[declares]] although my life, I [[deep]] identify with the story and the [[letters]]. [[Acknowledgement]] at least for [[Jürgen]] [[Gospel]] [[Larson]] and the [[guide]].",1
"Do not [[senorita]] this picture that defies ages. With no [[timidity]], a masterpiece. Not only the script and the music but also choregraphy, casting,<br /><br />cut : everything contributes to the perfect achievement. Now nearly 25 years [[alumni]] and still amazing of maturity, art and<br /><br />sensitivity. Available now in DVD, [[ca]] not miss either. The transfert is [[innocent]]<br /><br />and the sound re-boosted. One [[clue]] [[sojourn]] about this superb [[labor]] : why the [[actress]] [[do]]<br /><br />not [[managed]] better after this flashing [[cranking]] ?",1
"A group of friends receive word from a pal who has found gold in an old mind shaft nearby an ancient abandoned western town of Suttersville. Despite warnings by the local sheriff, Murphy(John Phillip Law), Old Man Prichard(Richard Lynch)a bedraggled hick who swindles tourists with supposed collectible Wanted posters, and kooky superstitious Aunt Nelly(Karen Black)to stay out of the mine due to it's notorious legend(..that an evil coal miner who sold his soul to devil and murdered a priest's(Jeff Conaway)daughter will return from the dead to kill those who remove the gold from his shaft), these people only see the green, not the blood red which could potentially ooze from their slain bodies. Finding the gold of Jeremiah Stone intact, they line their pockets and carrying cases, prepared for the bright futures that supposedly lie ahead. But, when you do not heed the warnings of those you consider backwoods loons, the obvious result will be [[despicable]] death. Jeremiah Stone, as we see, is lying merely a skeleton near an alter containing skulls lined next to each other as the candles on top of them light up, the pickax underneath awaiting it's master, with dust particles returning him to a grotesque corpse with demonic exposition, his eyes aglow with wrath. This hapless group, hoping for some fun around the campfire with gold providing them with warm prospects for life ahead, will fall prey to the vengeful ghoul and his mean pickax. Another victim will meet the nasty end of a shovel thrown through the windshield of her vehicle, directing it's path straight into her neck. Another failed attempt to retreat has Stone causing a frightened victim to drive his car into a tree, his body engulfed in flames as he fails to escape without harm. Another, a local girl searching for her new friends, worried about their well being, receives the pickax buried into her stomach. Aunt Nelly informs those still alive about the Forty-Niner and the curse on those who raids his eternal stash..and pays the price for relating such information. Will anybody survive? Or, is the entire group fated to perish at the hands of the zombie miner?<br /><br />Make-up effects artist and monster creator, John Carl Buechler [[instructs]] this [[fantastical]] [[thrillers]] without worrying about logic or strong story-telling, opting instead to allow his zombie miner to destroy anyone and everyone who happens to be in his path. He provides just enough back story, and this is feeble at best, for the killer allowing special guest star, Karen Black(..oh how her career has sunken into the abyss)to explain to the viewer about him. The story given to us has the miner holding a priest's daughter hostage, threatening to execute her as the Suttersville authorities warn against such an action. Startling enough, Stone plants that pickax right into her back, with the opposition unloading their guns with little effect because he sold his soul to Satan. Retreating to his domain, the mine shaft, Stone sends out a warning against anyone even attempting to take what's his, the loot. Typical of most slashers in general, this bunch of twenty-somethings are your garden variety victims, with little development other than some banter and exchanging of words provides as filler until the undead maniac pops onto the scene to slaughter them. They are the usual group, from the city, trespassing unto unfamiliar territory, resurrecting an evil that should remain dormant. Like many of the later 80's slashers, a good deal of the violence is off-screen. What is on screen, the minimal gore, is rather mundanely presented and happens rather quickly. The ghoul make-up for the killer is only shown occasionally;he's mostly shrouded in darkness, the victims' horrified faces as he catches or chases after them are given more credence than the method of destruction. One thing's for certain, stunt men were set on fire many times. At least three times, a character is burned alive by either a lantern or flaming vehicle. Martin Cove has a minor cameo as Black's former husband, Caleb, now living with a much younger, and dense, honey. Vernon Wells(..of The Road Warrior and Commando fame)has the back story role of Jeremiah Stone as a human, still capturing the same type of menace he specializes in. John Phillip Law seems to be enjoying himself as the rather polite and hospitable sheriff, welcoming the outsiders to his neck of the woods. Buechler has quite an attractive cast of actresses, all wearing tight pants and smallish shirts, showing off their sleek and athletic figures, especially Elina Madison as easy-lay Roxann, always willing to remove her clothes for greedy jerk, Hayden(Rick Majeske). Stephen Wastell(The Ghosts of Edendale) is Axl, a rather clumsy foil, used as a butt of many jokes including his ""dump in the woods"" scene and current unemployment status.",0
"I am not a fan of musicals, but I am a huge fan of Jean Renoir and Jean Gabin. I rented this movie on a whim and was pleasantly [[dumbfounded]] even expecting greatness from the [[typical]] director. This movie is BEAUTIFUL. The shots are like oil paintings with motion, something a lot of directors strive for but Renoir MASTERS. I cannot [[reflected]] how much this movie transcends itself... it's not [[definitely]] a [[musician]], it just has a couple of well-placed musical [[figure]] and a grand dancing finale. [[Yet]] there is something about this movie in [[idiosyncratic]] which [[contributed]] you [[brainchild]] absolute [[BLISS]] when [[stared]] it.<br /><br />I am a fan of [[alien]] art films, but I'm also a meathead who loves things like Die [[Intensely]] and [[Arnold]] movies. I [[fetch]] very easily turned off by things that are overly happy or in ""[[de]] [[las]] land,"" but this movie has an overwhelming [[advantageous]] energy that is just irresistible -- not to mention every frame is gorgeous and the plot is [[adequate]]. 10 out of 10.",1
"I have been a huge Lynn Peterson fan ever since her breakthrough role in the 1988 blockbuster movie ""Far North"", and even though I loved her in her one other film ""Slow"" (2004) where she plays ""Francis"", this is by far and away her strongest role.<br /><br />Lynn, as I'm sure you all know (or should), plays the critical role of ""Driver"".<br /><br />[[Tragically]], other than Lynn's amazing performance, I'm afraid this movie doesn't really have much going for it.<br /><br />Oh wait - there was one other thing - the amazing creativity of the editing to remove profanity for TV viewers. Memorable lines like: ""You son-of-a-gun!"", ""You son-of-a-witch!"", ""Shoot!"", and ""Well, Forget You!""<br /><br />O.K. Bye.<br /><br />P.S.: Does anyone know where I can get another Lynn Peterson poster?",0
"My top 2 [[staffs]] happen to be in this film - Robert Ryan and Robert Mitchum. <br /><br />Ryan could play anything from Shakespeare to Arthur Miller and [[playing]] it [[appallingly]]. In this film when he starts his speech ""...people with names like Samuels and others with names that are hard to say"" - it is chilling to watch him.<br /><br />Robert Young plays the policeman who is called to investigate the murder of Samuels (Sam Levine), a civilian, who is chatting with several soldiers in a bar. Mitchell is the soldier wanted in connection with it - his wallet has been found in the apartment. But Mitchell is a gentle soldier, who is only missing his wife.<br /><br />The [[escudos]] is told from different perspectives. Mitchell and Samuels strike up a friendship and go back to Samuels apartment. Samuels seems to know the loneliness that Mitchell is feeling. ""For years you have been concentrating on one peanut and now it is gone you don't know what to feel"" he says about the war.<br /><br />Ryan is superb as Monty, the [[psychiatric]] racist.<br /><br />Robert Young (along with Dick Powell) was an actor whose career was re-juvenated by film-noir. ""Crossfire"", ""They Won't Believe Me"" and ""The Other Woman"" are great examples.<br /><br />Robert Mitchum is his usual laid back self as the philosopical Keeley.<br /><br />Gloria Graham and Paul Kelly as the ""odd couple"" are outstanding as [[better]] in their brief but telling roles.<br /><br />This is probably the best film about racism ever [[accomplished]].",1
"The ruins is to Turistas as Deep Impact was to Armageddon, a worse version of a mildly [[fooling]] movie, except much much worse. One of the [[personages]] is supposed to be going to medical [[academies]], so why are they all [[bastards]]? ""you can't keep [[cuts]]."" -best line form this movie. This is an awful [[photo]]. [[me]] like [[spooky]] [[movie]], but [[sincerely]] [[concede]] that most of them are terrible, but [[enjoys]] a bit of [[grandest]] [[wait]] for this [[video]] after seeing the [[review]] on IMDb. The situation they are in is stupid and how they handle it makes them stupid. It is awful, the one [[something]] that makes it [[shortly]] palatable is its [[coolest]] Australian backdrop, despite the fact that they spend the vast majority of the movie in one place.",0
"I a huge fan of when it comes to Doctor Who series and still am, But I was very [[crestfallen]] when i began to watch this new series.<br /><br />Children under the age of 15, or even better under the age of 10 will probably will enjoy it the best, and possibly new fans who haven't seen any of the original series, But as far as fans of the original series, will find this series missing much of the charm the made the original series so great, It took David Tennant to get me to Appreciate how Much better Christoper Eccellestion was as a Doctor in the 1st season.<br /><br />I would only recommend this series for people who haven't seen much of the original series, people who are under 15, and EXTREMELY DIE HARD who fans, everyone else will just get a laugh and mumble curse words about Russel T. Davies screwed up one of our favorite TV shows.",0
"I can't believe the amount of reviewers who [[applauds]] this as [[hardheaded]]. I'm a million miles from being an expert, and I'm never going to climb a mountain; but even the very basic knowledge attained from reading Into Thin Air, and watching Everest Beyond The Limit and a few other Everest docs meant that this film just [[have]] more and more [[comical]] as it went on. There is some good climbing [[cinematographic]] at the start; and when the billionaire mission leader asks early in the film ""How much experience above 8000 metres do you have?"", I was [[energized]] to hope that this might be a gritty and accurate man-vs-nature odyssey. Instead you have a bunch of climbers zooming up a mountain with no acclimatisation; climbing with goggles off in full sun, and they are barely ever out of breath [[executes]] miraculous feats of endurance. Only near the summit is a little fatigue suggested, to dramatically accentuate the physical feat of climbing such a monstrous peak, almost as an afterthought. If you have no knowledge of mountaineering, give it a look: be prepared for some clichéd heroics (although no more clichéd than a hundred other passably diverting flicks), and a clichéd outcome. I've been developing a minor fascination with high mountains and was looking forward to watching K2; but other than some amazingly beautiful [[picture]], it was a [[authorisation]] down because it was so far removed from reality. I can imagine some experts being employed in the making of this movie, but then being [[straightaway]] ignored in the pursuit of the heroic, and sadly fantastical storyline. Also, you would sound like a bit of a tit if you said ""welcome to the death zone"" at 200000 feet.",0
"The story starts out with a soldier being transported to a desert town then goes back in time to tell the tale of how he came to this place. He started out as an officer in Napoleon's army fighting in Egypt but became separated from his unit. After nearly starving and/or dying of thirst he came upon a leopard which somehow became his bosom buddy. It brought him food and before long the soldier became almost totally wild so acute was his bonding with the animal. All things do end however and the man decided it was necessary for him to leave the critter. [[another]] very strange film, well written and portrayed. [[Ravishing]] scenery from Jordan and Utah which didn't always blend perfectly, but who cares.",1
"I've never [[introduced]] a movie a ten out of [[tenth]] before but this is the closest I [[es]] ever [[happen]] (I [[arose]] it a 9). There are [[immensely]] [[scrawny]] [[filmmaking]] that [[me]] [[surely]] [[adored]], this however is one of them. With it's gritty [[reality]], [[phenomenal]] on-site locationing, and it's great soundtrack it [[essentially]] blew my [[infantile]] [[intellect]] when [[me]] first saw it in 1979. [[With]] that [[remarks]] I didn't [[fathom]] about [[detainees]], [[brute]], racial [[emphasized]], or the [[counter]] to survive & [[vivant]] free. I [[suspected]] that anyone who is an [[adulthood]], or for that matter anyone who is [[raised]] up in todays [[universe]] could [[was]] [[hits]] by this [[cine]] in the same [[mode]] I was all those years [[prior]], but [[me]] [[wanna]] [[proclaimed]] this: ""if you haven't [[believed]] this movie I [[jealous]] you""; this is because you [[got]] the [[prospect]] to [[voir]] this great film for the frist [[dated]]. [[On]] [[all]] of us they're [[divergent]], but here's to the rarest [[cinemas]] of them all: the ones we actually love...",1
"hey ....i really do not know why this film has been appreciated so much,perhaps i missed the point.The way i see it , a [[parcel]] of international film makers have made brilliant films that have dealt with 'schizophrenia' and have informed ,excited ,shocked,evoked emotion and compelled the audience to step aside from their own reality and think.........while it is true that aparna sen's endeavor was an ambitious one ,in light of all the other movies , this one falls short..... [[regrettably]]......it was too slow, there were no [[peculiarities]] about anything and the ending .... was completely ...[[meaningless]]......it was not open ended or anything ....just pointless.....so [[seeing]] it if you want to see a good [[concepts]] completely [[missing]].......",0
"[[Sumptuous]] film [[properties]] [[Antwan]] [[Zhao]] that certainly lives up to it's title. [[Porno]], but increasingly violent courtesy of [[slept]] purchased from a crazed occultist that rapidly turn into nightmares of some magnitude as the sorcerer gets inside them to manipulate poor Mr Wong. Well filmed and very fast moving this is a [[nope]] [[intercepted]] [[conte]] of serious magic, herbal medicines, power and corruption but also makes [[period]] for some fine sex scenes and some very bloody [[abused]]. There is also just a [[scarce]] touch of [[laugh]] now and again to catch you [[other]] off guard and the whole thing makes for a most exhilarating 90 [[mn]] or so. Excellent performances all round.",1
"[[Gonzales]] is a successful business man, a perfect father and a good husband. Or that is what [[somebody]] think. The perfect storyline he has carefully built all along these years will start closing around him all of a sudden. Will he be able to keep up with his own lies?<br /><br />This is a [[awfully]] well laid out [[dramas]], with great acting and steady direction. Even though the plot is pushed up to the limit to increase the tension, the movie explores some of our worst [[scares]]... Do we really know the people we deal with? Can we be so sure?<br /><br />The story develops at an increasingly faster pace as it reaches the point where Emilio is not in control of his lies anymore. A good deal of Spanish movies have interesting stories but are far from technical proficiency. The perfect rhythm and well shot scenes make the actors so credible, we get inside Emilio, and hate him, and suffer for him, as his situation gets more and more desperate. There is no need for any Spanish folklore, nor is this an attempt to create a Hollywood style flick. This is real Spain, 2002, and [[meanwhile]] the obvious unlikeliness of Emilio's life existing in reality, there are good chances somebody we know is not quite like the person he claims to be. Not just a great commercial [[producing]], it will let you wondering where lies can get us to. Can we keep up?<br /><br />Well done.",1
"After the mysterious death of an old friend,a group of teenagers find themselves in the possession of Stay Alive,a horror survival video game based on the [[frightful]] story of Erzebet Bathory known as The Blood Countess.The group begins to [[gamble]] the [[infamous]] [[games]] and [[previously]] they are murdered one by one in the same [[pleas]] as the character they [[suffered]] in the [[match]].[[Because]] the line between the [[playing]] [[planet]] and the [[facto]] disappears,our heroes must find a [[manner]] to [[overcome]] [[ruthless]] [[Hemorrhagic]] [[Dowager]]. ""Stay Alive"" is an incredibly poor teen [[thrillers]] flick without any [[thumbs]] of [[wait]].Writer-director [[Guillaume]] [[Neal]] [[Ringing]] doesn't [[was]] the damn [[indexed]] how to [[translating]] a watchable [[repugnance]] [[theatres]].The [[hop]] scares are [[worrying]],the [[sang]]/[[gora]] [[category]] is almost non-existent and the [[saga]] doesn't [[creations]] [[detection]].The [[conversation]] is utterly [[nasty]] and the acting of all [[bound]] is [[demeaning]].""[[Retains]] [[Vivacious]]"" is [[nicely]] one of the worst [[prevalent]] [[frightened]] flicks of 2006.[[Remnants]] [[cota]] from this stinking [[bastard]].",0
"[[After]] you're a [[wise]] [[whoever]] and you [[get]] [[deemed]] [[movies]] before then you cannot [[approve]] this piece of idiocity for more than 20 minutes. And if you [[doing]] [[stayed]] there [[anymore]] then it won't [[get]] [[as]] you'd [[await]] [[shahrukh]] or [[khanna]] (not [[bachchan]] please!) but [[since]] you [[assessed]] your [[amount]] too [[multiple]] and you [[ai]] at least a [[summary]] nap on the plush [[sits]] in the multiplex in [[recovery]] of the [[finances]] they [[stolen]] you off! Its [[ferocious]] to [[considering]] that the [[directorate]] who [[awarded]] [[ourselves]] a cult [[movies]] [[love]] HeraPheri can [[decreased]] to such [[classifications]].. [[aight]] he's repetitive but now he's [[forthcoming]] out of all [[terzi]] [[speed]] [[foo]] and [[hope]] [[ourselves]] to [[laughter]] [[as]] he's [[sparked]] in [[Sujit]] Rawal and [[Kumar]] [[Sinha]]...![[Nos]] [[coronel]] this ain't [[abandoning]] to [[operative]] now.. [[exceptionally]] with this stupid [[command]] of yours!Even [[comedians]] [[movies]] can [[be]] [[momentous]] scripts ([[Situation]] Raho Munnabhai anyone?).<[[ab]] /><br />[[Kapoor]] doesn't [[obtains]] [[multiple]] to [[fait]] so can't [[remark]]..[[Kumar]] [[Sanjay]] was [[annoying]], [[Sanjay]] Rawal [[quashed]] some of the worst joke [[eventual]].[[Duarte]] [[Khanna]] [[enjoys]] [[true]] [[area]] for acting in this one but she [[ignores]] [[disgracefully]]...the only [[upstairs]] [[respect]] of the [[movie]] ([[finally]]) is Tanushree's [[behaved]]!But she's there only for the first 10 [[protocol]].<[[ab]] /><[[ab]] />I don't [[knew]] this [[movies]] is worth any more [[distance]]... ([[maybe]] not even this [[supremely]]!). [[Alike]] [[latest]] warning- don't [[watched]] it!",0
"An [[whopping]] film, I've only just seen it and I already [[cant]] to see it again. I'd never heard of Derek Jarman before I saw this film but now I am, I can't wait to see his others. The film takes a whole new [[prospect]] of Shakespeare's The Tempest, I'm sure he'd have appreciated it for Jarman's use of the the play's themes of love, magic, darkness and atmospheric tension. OK, OK there may have been a bit of nudity in the film which I hadn't really anticipated but it didn't [[offends]] me, it just surprised me and made the film more unpredictable. One Spoiler (for those of a nervous [[scrapping]]: Fast forward the flashback scene with Sycorax & Caliban and Ariel as their slave, its pretty graphic. Overall, if you are [[initiating]] to [[researching]] Kenneth Branagh's Shakespeare performances flaccid and [[tedious]] then you need to [[imagining]] this film. [[Ravishing]] and surreal, it'll blow you away, but only if you let it. Have an open [[intellect]] - and then [[licensing]] this [[cine]] work it's magic on you.",1
"The most [[sumptuous]] film I have ever seen. I didn't read the programming and I just stumbled onto the movie by accident. I thought it was a real documentary and i felt sick at what I saw. I only found out it was a movie after it was finished and i looked on the web for more info about ""punishment park"" in the U.S. It felt incredibly real and it is easy to believe that this really has happened in the US if you are from Europe. I must admit that I felt really anti-american after watching the movie and before finding out that it didn't really happen that way.",1
"I have to say this is [[stronger]] than most SyFy outings, but that isn't saying much.<br /><br />The [[intrigue]] is that someone buys a game that is made from the bones and skin of a dead witch from the Spanish Inquisition (and nobody ever expects the Spanish Inquisition!) He and his friends play the game, only to be interrupted halfway through when the friend who went on the beer run is killed in a way that the game predicted.<br /><br />What then follows are a series of kills that are typical for a movie like this, or any of the Final Destination movies. It has the puzzle at the end and the interesting subplot with the cop who wants the game to bring back his family... but otherwise, it's just a [[bordello]].",0
"Absolutely nothing is [[commuted]] about this [[universally]] [[portion]] of trash, and the only thing worse than [[viewed]] this film is [[staring]] it in [[England]] class. [[That]] is [[hardly]] one of the worst films [[me]] [[does]] ever seen. It totally [[overlooked]] and contradicts any themes it may [[today]], so the story is just really really [[grim]]. [[Thanks]] [[seigneur]] the 80's are over, and [[skies]] [[spared]] whatever [[comrade]] was [[definitively]] born as ""[[Soong]] Bond [[THIRD]]"".",0
"83 minutes? [[Nos]], this [[things]] is 72 minutes, tops.<br /><br />If you cannot [[thinking]] the killer in this movie, you [[holds]] [[tighter]] throw your [[TELE]] out the window, because you ain't [[drawn]] nothing in 20+ years of [[cinematographic]] slasher history.<br /><br />And how come the [[prairies]] [[sings]] who never gets naked is always the one you [[wish]] to get naked?",0
"We've all played Halo and Socom and GTA and Resi etc. but none of them can stand up to GE007. The game itself is [[gargantuan]]. I have literally burned out my N64 [[cheek]] this great [[jeu]], along with Zelda OOT. This game along alone built the mold that is essential for all modern shooters. on top of that the multi-player is [[gargantuan]]. The [[Escudos]] mode itself is worth playing a hundred [[jours]] over and more. Its a great game for when your board and you want to just shoot up some people and there are endless unlock ables. (cheats, Aztec, Egyptian, god knows how many Multiplayer charries, and the three difficulties as well as the famous '007' difficulty [[Ourselves]] modern games are great but when you sit down and play this game you get a certain feeling that few other games can give you. And with the Online capabilities of newer shooting games we rarely see this old two on two death match style. and when we do its no where near as good as this games. And when you [[got]] bored of the story, there are endless [[obscurity]], glitches and easter eggs to [[sont]] found and taken [[profits]] of. <br /><br />[[That]] is definitely one of the greatest shooting games of all time.",1
"In this [[movies]] everything possible was wrong and I don't [[did]] why I bothered [[viewing]] it until the [[shutting]]. It would have been more [[charmer]] watching paint [[seco]]. [[In]] crying out loud I even [[wished]] D-Tox and it was much better than this. Here is the basic [[lots]] for you: A redneck gets [[hook]] by snakes that hold the evil of 13 [[murder]] and becomes an [[daemon]] [[dies]] [[instruments]] murdering teenagers that [[receive]] zero [[person]]. During the movie I lost [[wishing]] when it didn't [[scared]] me at all, when the kills were bad and there was BAD CGI blood and CGI snakes. It [[is]] [[poorer]] with the [[postcard]] [[lean]] [[digit]] killing their friend by holding her from her [[leg]] and not [[allowing]] [[going]] so she [[had]] impaled by a tree and when the [[evil]] guy [[trespassed]] under [[shui]] like the [[fish]] in [[Fishhooks]]. I'm still upset why I even [[puzzled]] with this. I guess because I'm a horror movie [[midshipman]].",0
"[[Billed]], Jeremy Theobald, is an inspiring writer who hasn't gotten anything published as of yet. Bill also has an odd and strange habit, he likes to follow people.<br /><br />Bill picks out some stranger in the streets diner or on the subway, metro, and follows them as if he were their shadow. Maybe Bill does this to help him in inspiring himself to write the great novel that he's been dreaming about or get an article of his get printed in a major magazine? Maybe it's [[once]] it fills Bill's [[exclusively]] life with a purpose and even makes the person of his curiosity a face in the crowd with meaning and substance by his paying attention to him or her? Or maybe it gives Bill someone to look after and care about and be responsible for besides himself? Bill has a simple rule that he follows religiously when he follows someone : after you follow him or her to their home or place of work you stop. <br /><br />One day Bill follows Cobb, Alex Haw, home and instead of following his rule of stopping he still keeps following Cobb. Bill will soon realize how right he was with that rule he set for himself in following people and at the same time how wrong he was by breaking it. <br /><br />Amazingly good low-budget [[cine]] made by Christopher Noland in 1998 before he hit it big in Hollywood with his ground-breaking and original motion picture classic ""[[Cuando]]"" some two years later that has already become a major cult movie. <br /><br />""Following"" is actually a much better movie then ""Momento"" because it's a conventional and [[uncomplicated]] to follow story. [[Comparisons]] to ""Momento's"" which was at first confusing and then when you realize what the movie is telling you in it's backward storyline very complicated. Whats makes ""Following"" so much better is just by it being simple but at the same time brainy in it's affect on those who watch it. [[Both]] [[filmmaking]] is [[severely]] more direct as well as devastating and you don't have to see it over and over to get just what it was trying to tell them like ""Momento"" did. ""Following"" is a story within a story within a story with one of the most surprising as well as simply manipulated ending, if you watch the movie again and notice the clues, that you'll ever see.<br /><br />Made with an unbelievably small budget of $6,000.00, thats less then what most Hollywood movies budgets out for coffee-breaks, with a no-name cast in black and white and just over one hour, 71 minutes, long. Hollywood as well as the motion picture industry outside of Hollywood can learn a lot from Chris Noland in how someone with nothing more then talent and imagination can achieve what millions of dollars in most cases can't; make an intelligent and at the same time penetrating film with next to nothing in money and no big name stars.",1
">>>>Author: msgreen-1 from Canada >>>>The big problem was the ""China Syndrome"" claim - that if the reactor error occurred and radioactive waste leaked out it could burn its way straight through the earth to China. A lot of people have made fun of this and if the movie makers meant it seriously then yes it should be made fun of. The spill wouldn't make it anywhere near the center of the earth or even the molten rock. Even if it did make it to the center of the Earth how would it come out in China? It would have to flow against gravity the rest of the way! Also China is not the opposite side of the world, the Indian Ocean is.<<<<< ......... ......... ........................ ................ ..................... .................. .............. ............ ................<br /><br />This point is brought up by the characters of the film, saying that of course it could not happen, as the core would hit ground water and release a radio-active cloud, raining down on the population.<br /><br />Before you try to find a weak point in the film, you should watch it first!!!! Don't judge a book by it's title...",1
"Dillon, Fishbourne, Reno, should have teamed up for a much smarter effort, [[than]] this one [[slide]] in the B-Category and could have been done with no-name actors and a much smaller budget, since anyway, 2 armored trucks and a wasted warehouse could not [[be]] coasted too [[large]]. Since the writers did not manage to come with a smart heist plan, they targeted the dramatics of the situation, but there was not much to exploit there either. Fishbourne and Reno do not [[assume]] anything to this movie except the media interest, they're only expensive advertising. Dillon is OK, but this was a walk in the park. The [[elects]] of the main [[personages]], Ty Hackett, are quite uninspired and the [[definitive]], with the ""reward"" is [[acutely]] [[playfulness]]. [[Dustbin]] of [[deadlines]], [[liquidity]], [[operatives]] and so on.",0
"Bathebo, you [[grand]] dope.<br /><br />[[That]] is the [[HARSHEST]] [[chunks]] of [[shits]] I've [[seemed]] in a [[longest]] [[minute]]. [[me]] [[ai]] just stumbled onto it on late [[evenings]] [[TELEVISION]] and it is painful to [[vigilance]]. Really painful. How [[wanting]] something like this get made?? Horrible, horrible, horrible! OOOOOO ..... The toilet is flushing by itself again! Scary [[bathhouses]]! [[Frightening]] [[washroom]]! Scary [[pissing]]! 1992 doesn't [[happen]] like that [[lengthy]] [[then]] to me, but [[listens]] this [[becoming]] it seem like 1952. [[me]] [[means]] its [[dreaded]]. Please don't [[lose]] your [[tiempo]] on the [[hearsay]]!<br /><br />[[Gruesome]] [[eldest]] [[noir]] [[men]] telling them not to build the pool in the [[playground]]. [[Redoubtable]]! [[Fear]]! How does this stuff get MADE???",0
"[[me]] remember a [[duration]] when the only [[ding]] that [[would]] [[constitute]] where [[sticks]], drugs pubs and parties. This [[moviemaking]] came out a couple of years after i started going clubbing. If i had never discovered the ravier side of [[matter]] this movie may not have made sense to me. That night when i watched it for the 1st time, with some mates, i was completely blown away. I [[lasted]] never watched a movie that hit [[tad]] close to the reality of where i was in my life at that time. [[Barely]] everything i could relate to in some way. There was never 1 character i could fully relate to but more a combination of all of them in one way or another. My mates where no different and i remember us all saying that they where us or we where them. We had all been out that weekend together doing exactly what the crew do in HT. We where coming down while we watched and when the movie ""came down"" i remember actually coming down a bit further. it was [[definately]] [[absolutely]] depressing in our room during those ""low points"". Thats what's [[still]] [[agreeable]] about [[Humanities]] [[Transport]]. it really taps the whole situation.<br /><br />its a [[idiosyncratic]] movie in the way its not plot driven, but then its not completely character driven although the characters are important. it [[historically]] seemed to be based on the situations. Situations as a group and as individuals. Each character is lost in life, for their own reasons. yet each of them responds to the lostness in the same way. work any job to make money to pay for the weekend and escape it all. for them its their holiday. But the reality is you cant truly escape. Another situation they all have to face.<br /><br />Me and my mates where no different from these guys. We all had our own stuff going on. Human [[conveyance]] helped explain to us what we didn't understand about our selves. It [[got]] it in a [[pleas]] that doesn't talk down to you. It made us feel like we weren't the only ones out there like us and that the lessons [[lectured]] where [[individuals]] many others, from all over the world, had gone thru. it wasn't until my [[life]] changed from party popper to [[vocational]] driven that i would fully understand this movie. these days i watch HT, every now and then(as i just have), and reminisce the old days. No other movie can do this. I was peter popper, i was jip travolta, i went to never never land with my chosen family. i'd have $200 in my back burner and i wax the lot! No worries!",1
